"name","assignment","length","begin","end","species","species-score","type","type support","subtype","subtype support"
"MZ130526.1","2II","10597","35","10631","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"MZ130528.1","Unassigned","10597","35","10631","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MZ130529.1","Unassigned","10597","35","10631","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"ON231305.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"AF410375.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"GU131843.1","Unassigned","10657","44","10700","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"DQ917246.1","2VI","1485","937","2421","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"DQ917247.1","2VI","1485","937","2421","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EU003591.1","2VI","10501","15","10515","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EU005251.1","Unassigned","454","162","615","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"EU005258.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"FJ502917.1","Unassigned","219","2198","2416","dengue virus type 2","","Could not assign","","",""
"EF105382.1","2VI","10722","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105384.1","2VI","10724","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105385.1","2VI","10724","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105387.1","2VI","10709","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105388.1","2VI","10711","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105389.1","2VI","10723","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105390.1","2VI","10717","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105378.1","2VI","10722","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"EF105386.1","2VI","10721","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"KC848581.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KC848582.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KC848583.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KC848584.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KU509307.1","2II","1485","937","2421","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"EF457904.1","2VI","10724","1","10723","dengue virus type 2","","DENV-2 Genotype VI - Sylvatic","100.0","",""
"MG189962.1","2II","10665","47","10711","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"JX080289.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080290.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080291.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080294.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080295.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080296.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080298.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"JX080297.1","Unassigned","758","1503","2260","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577551.1","Unassigned","9996","7","10002","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577552.1","Unassigned","9996","7","10002","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577553.1","Unassigned","10266","7","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577554.1","Unassigned","10266","7","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577555.1","Unassigned","10247","7","10253","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577556.1","Unassigned","10290","7","10296","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577557.1","Unassigned","10290","7","10296","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577558.1","Unassigned","10469","7","10475","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577559.1","Unassigned","10702","22","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577560.1","Unassigned","10715","9","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577561.1","Unassigned","10715","9","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577562.1","Unassigned","10716","8","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577563.1","Unassigned","10280","7","10286","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577564.1","Unassigned","10276","7","10282","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN577565.1","Unassigned","9996","7","10002","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"LC206003.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456892.1","Unassigned","10093","128","10220","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456893.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456894.1","Unassigned","8372","97","8468","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456895.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456896.1","Unassigned","4272","2405","6676","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456897.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456898.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456899.1","Unassigned","7859","2411","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH456900.1","Unassigned","2407","97","2503","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MH460898.1","Unassigned","9979","112","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT076937.1","2IV","10723","1","10723","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076938.1","2IV","783","883","1665","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076939.1","2IV","791","892","1682","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076940.1","2IV","872","835","1706","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076941.1","2IV","925","1364","2288","dengue virus type 2","","DENV-2 Genotype IV - Asian II","99.0","",""
"MT076942.1","2IV","908","856","1763","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076943.1","2IV","842","837","1678","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076944.1","2IV","926","1365","2290","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076945.1","2IV","924","842","1765","dengue virus type 2","","DENV-2 Genotype IV - Asian II","100.0","",""
"MT076946.1","Unassigned","941","1363","2303","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261956.1","Unassigned","10675","14","10688","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261957.1","Unassigned","10692","10","10701","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261958.1","Unassigned","9391","687","10077","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261959.1","Unassigned","10651","26","10676","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261960.1","Unassigned","10666","11","10676","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261961.1","Unassigned","10697","8","10704","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261962.1","Unassigned","10676","14","10689","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261963.1","Unassigned","10695","9","10703","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261964.1","Unassigned","10695","10","10704","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261965.1","Unassigned","10654","10","10663","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261966.1","Unassigned","10697","9","10705","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261967.1","Unassigned","10701","4","10704","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261968.1","Unassigned","10665","26","10690","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261969.1","Unassigned","10694","10","10703","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261970.1","Unassigned","10677","11","10687","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT261971.1","Unassigned","10681","15","10695","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KY627762.1","Unassigned","10675","25","10699","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KY627763.1","Unassigned","10675","25","10699","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779194.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779195.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779196.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779197.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779198.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779199.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779200.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779201.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779202.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MG779203.1","Unassigned","10176","97","10272","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT980927.1","Unassigned","10668","27","10694","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981011.1","Unassigned","10669","27","10693","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981085.1","Unassigned","10668","27","10694","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981148.1","Unassigned","10668","27","10694","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981491.1","Unassigned","1666","845","2510","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981492.1","Unassigned","1665","846","2510","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981494.1","Unassigned","1665","846","2510","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981511.1","Unassigned","1665","846","2510","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981512.1","Unassigned","1665","846","2510","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981513.1","Unassigned","1680","845","2524","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT981514.1","Unassigned","1667","845","2511","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT982126.1","Unassigned","10666","27","10694","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT982148.1","Unassigned","10665","27","10693","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT982731.1","Unassigned","10647","47","10693","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT982917.1","Unassigned","1668","845","2512","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT982918.1","Unassigned","1672","844","2515","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MT982919.1","Unassigned","1672","843","2514","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KY815103.1","2II","240","2311","2550","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","95.0","",""
"KY815104.1","2II","240","2311","2550","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","91.0","",""
"KY815105.1","2II","240","2311","2550","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","92.0","",""
"MW288024.1","Unassigned","10659","17","10675","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW288029.1","Unassigned","10640","28","10667","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW288030.1","Unassigned","10641","13","10653","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KT288895.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288896.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288897.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288898.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288899.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288900.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288901.1","2II","729","1893","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KT288902.1","2II","1685","937","2621","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"MW288034.1","Unassigned","10551","46","10596","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KU577445.1","2III","307","8200","8506","dengue virus type 2","","DENV-2 Genotype III - Southern Asian-American","80.0","",""
"KU577446.1","2III","307","8200","8506","dengue virus type 2","","DENV-2 Genotype III - Southern Asian-American","86.0","",""
"KU577447.1","2III","307","8200","8506","dengue virus type 2","","DENV-2 Genotype III - Southern Asian-American","82.0","",""
"MG937762.1","Unassigned","486","149","634","dengue virus type 2","","Could not assign","","",""
"MG937763.1","Unassigned","442","194","635","dengue virus type 2","","Could not assign","","",""
"MN272404.1","Unassigned","10724","1","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN272405.1","Unassigned","10724","1","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KT716076.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KT716077.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KT716078.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN335244.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN335245.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN335246.1","Unassigned","10165","97","10261","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MN335247.1","Unassigned","10173","97","10269","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"FJ502918.1","Unassigned","219","2198","2416","dengue virus type 2","","Could not assign","","",""
"HM234642.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"EU056810.1","Unassigned","10723","1","10723","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MZ520905.1","2II","1470","937","2406","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"MW481694.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481693.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481692.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481691.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481690.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481689.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481687.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481688.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481686.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481685.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481683.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481684.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481682.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481681.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481680.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481679.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481678.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481677.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481675.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481676.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481674.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481673.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481672.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481671.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MW481670.1","Unassigned","9980","111","10090","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KC848585.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KC848586.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KC848587.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KC848588.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KC848589.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288025.1","3III","10515","42","10556","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288026.1","3III","10525","59","10583","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KU509282.1","3III","10568","49","10616","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288027.1","3III","10655","12","10666","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288028.1","3III","10680","4","10683","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288031.1","3III","10680","4","10683","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288033.1","3III","10650","12","10661","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288035.1","3III","10641","25","10665","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288037.1","3III","10663","9","10671","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288038.1","3III","10639","22","10660","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288039.1","3III","10662","4","10665","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW288040.1","3III","10650","22","10671","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"JX080299.1","3III","935","1256","2190","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379193.1","3III","10663","22","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379194.1","3III","10663","22","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379195.1","3III","10663","22","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379196.1","3III","10663","22","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379197.1","3III","10641","27","10667","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379198.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379199.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379200.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379201.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379202.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379220.1","3III","414","200","613","dengue virus type 3","","DENV-3 Genotype III","99.0","",""
"LC379221.1","3III","414","200","613","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379222.1","3III","414","200","613","dengue virus type 3","","DENV-3 Genotype III","99.0","",""
"LC379223.1","3III","674","9217","9890","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"LC379224.1","3III","674","9217","9890","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT012479.1","3III","297","336","632","dengue virus type 3","","DENV-3 Genotype III","85.0","",""
"MT076947.1","Unassigned","1528","806","2333","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076948.1","Unassigned","10596","1","10602","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076949.1","Unassigned","1528","806","2333","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076950.1","Unassigned","1550","805","2354","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076951.1","Unassigned","1588","785","2372","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076952.1","Unassigned","1490","818","2307","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076953.1","Unassigned","1564","795","2358","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MT076954.1","Unassigned","1567","798","2364","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"KT187281.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187284.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187285.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187286.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187287.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187288.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187289.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187290.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187291.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187292.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187293.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187294.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KT187295.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261972.1","3III","10611","70","10680","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261973.1","3III","10092","137","10228","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261974.1","3III","10103","1","10103","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261975.1","3III","10676","9","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261976.1","3III","10683","2","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261977.1","3III","10682","3","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261978.1","3III","10678","7","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MT261979.1","3III","10244","11","10254","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MK045282.1","","344","","","","","","","",""
"MK045283.1","","271","","","","","","","",""
"MK045285.1","","271","","","","","","","",""
"MK045286.1","","630","","","","","","","",""
